-594	1	0.000130
-590	2	0.000260
-587	1	0.000130
-579	6	0.000779
-577	2	0.000260
-576	8	0.001039
-574	4	0.000519
-482	1	0.000130
-472	1	0.000130
-461	1	0.000130
-279	2	0.000260
-182	1	0.000130
-181	1	0.000130
-179	3	0.000389
-178	1	0.000130
-177	3	0.000389
-176	2	0.000260
-175	3	0.000389
-101	1	0.000130
-99	2	0.000260
-94	1	0.000130
-88	1	0.000130
-83	6	0.000779
-81	1	0.000130
-78	3	0.000389
-77	4	0.000519
-76	1	0.000130
-73	1	0.000130
-72	2	0.000260
-70	1	0.000130
-69	1	0.000130
-62	2	0.000260
-61	2	0.000260
-60	1	0.000130
-57	1	0.000130
-52	1	0.000130
-48	1	0.000130
-42	2	0.000260
-41	1	0.000130
-39	1	0.000130
-37	3	0.000389
-36	2	0.000260
-35	4	0.000519
-34	5	0.000649
-33	12	0.001558
-32	6	0.000779
-31	7	0.000909
-30	2	0.000260
-29	3	0.000389
-28	16	0.002077
-27	11	0.001428
-26	4	0.000519
-25	7	0.000909
-24	1	0.000130
-23	3	0.000389
-22	1	0.000130
-21	19	0.002467
-20	7	0.000909
-19	4	0.000519
-18	8	0.001039
-17	7	0.000909
-16	3	0.000389
-14	3	0.000389
-13	3	0.000389
-12	3	0.000389
-11	11	0.001428
-10	5	0.000649
-9	13	0.001688
-8	18	0.002337
-7	183	0.023757
-6	205	0.026613
-5	212	0.027522
-4	215	0.027911
-3	177	0.022978
-2	30	0.003895
-1	41	0.005323
0	3868	0.502142
1	9	0.001168
2	2	0.000260
3	43	0.005582
4	65	0.008438
5	124	0.016098
6	746	0.096845
7	373	0.048423
8	105	0.013631
9	27	0.003505
10	3	0.000389
11	1	0.000130
12	2	0.000260
13	2	0.000260
49	1	0.000130
76	1	0.000130
83	1	0.000130
97	2	0.000260
101	1	0.000130
102	1	0.000130
107	1	0.000130
108	1	0.000130
109	1	0.000130
110	2	0.000260
112	1	0.000130
114	7	0.000909
115	6	0.000779
116	8	0.001039
117	5	0.000649
120	3	0.000389
121	3	0.000389
123	4	0.000519
124	1	0.000130
125	2	0.000260
126	2	0.000260
128	4	0.000519
129	1	0.000130
130	2	0.000260
131	1	0.000130
135	2	0.000260
136	2	0.000260
137	1	0.000130
139	2	0.000260
144	1	0.000130
147	2	0.000260
151	1	0.000130
152	3	0.000389
153	3	0.000389
157	2	0.000260
158	1	0.000130
162	1	0.000130
171	3	0.000389
183	1	0.000130
184	1	0.000130
185	1	0.000130
186	1	0.000130
188	1	0.000130
193	2	0.000260
208	3	0.000389
216	1	0.000130
217	1	0.000130
226	2	0.000260
228	1	0.000130
230	2	0.000260
234	1	0.000130
238	3	0.000389
240	3	0.000389
241	3	0.000389
242	8	0.001039
243	2	0.000260
244	1	0.000130
245	4	0.000519
246	1	0.000130
247	5	0.000649
253	1	0.000130
254	2	0.000260
255	1	0.000130
256	1	0.000130
259	1	0.000130
267	1	0.000130
275	2	0.000260
292	1	0.000130
293	1	0.000130
294	4	0.000519
295	6	0.000779
296	1	0.000130
297	1	0.000130
298	1	0.000130
303	4	0.000519
304	2	0.000260
306	1	0.000130
314	1	0.000130
319	4	0.000519
320	2	0.000260
321	1	0.000130
