-74	1	0.000110
-64	56	0.006171
-63	56	0.006171
-62	51	0.005620
-61	63	0.006942
-60	56	0.006171
-59	60	0.006612
-58	64	0.007052
-57	60	0.006612
-56	40	0.004408
-55	66	0.007273
-54	62	0.006832
-53	1	0.000110
-52	2	0.000220
-51	1	0.000110
-49	1	0.000110
-12	2	0.000220
-10	1	0.000110
-6	1	0.000110
-5	1	0.000110
-4	1	0.000110
-3	2	0.000220
-2	6	0.000661
-1	120	0.013223
0	7085	0.780716
1	19	0.002094
2	3	0.000331
3	9	0.000992
4	1	0.000110
6	1	0.000110
11	2	0.000220
12	54	0.005950
13	76	0.008375
17	5	0.000551
18	5	0.000551
19	4	0.000441
20	9	0.000992
21	1	0.000110
22	1	0.000110
23	1	0.000110
24	1	0.000110
25	7	0.000771
26	16	0.001763
27	38	0.004187
28	16	0.001763
29	27	0.002975
38	8	0.000882
48	8	0.000882
50	12	0.001322
53	197	0.021708
54	5	0.000551
55	11	0.001212
56	6	0.000661
57	11	0.001212
58	12	0.001322
59	7	0.000771
60	13	0.001433
61	5	0.000551
62	4	0.000441
65	8	0.000882
86	4	0.000441
102	5	0.000551
107	12	0.001322
113	6	0.000661
161	12	0.001322
233	4	0.000441
250	3	0.000331
251	9	0.000992
337	25	0.002755
338	16	0.001763
339	14	0.001543
340	25	0.002755
348	3	0.000331
349	1	0.000110
355	1	0.000110
358	116	0.012782
381	1	0.000110
395	2	0.000220
396	1	0.000110
398	1	0.000110
399	5	0.000551
400	1	0.000110
671	1	0.000110
773	2	0.000220
774	3	0.000331
933	178	0.019614
934	1	0.000110
938	1	0.000110
943	1	0.000110
944	1	0.000110
1459	123	0.013554
1470	1	0.000110
1503	4	0.000441
1504	3	0.000331
1505	3	0.000331
1506	7	0.000771
1508	1	0.000110
1509	4	0.000441
1510	2	0.000220
1511	4	0.000441
1536	3	0.000331
2583	1	0.000110
2587	1	0.000110
2588	1	0.000110
