-66	1	0.000991
-64	3	0.002973
-63	2	0.001982
-62	2	0.001982
-61	4	0.003964
-58	1	0.000991
-57	4	0.003964
-56	1	0.000991
-55	2	0.001982
-47	2	0.001982
-46	2	0.001982
-43	1	0.000991
-38	3	0.002973
-35	1	0.000991
-22	1	0.000991
-21	1	0.000991
-17	1	0.000991
-15	1	0.000991
-12	1	0.000991
-9	2	0.001982
-8	1	0.000991
-6	2	0.001982
-5	6	0.005946
-4	3	0.002973
-3	18	0.017839
-2	34	0.033697
-1	38	0.037661
0	761	0.754212
2	7	0.006938
3	18	0.017839
4	23	0.022795
5	19	0.018831
6	14	0.013875
7	13	0.012884
8	13	0.012884
9	3	0.002973
